month	gap_months	min_hamming	variant_size
24265	5	6	31
24265	5	2	28
24265	5	4	30
24265	5	6	26
24265	5	9	27
24265	5	11	20
24265	5	6	24
24265	5	4	32
24265	5	3	31
24265	5	10	22
24265	5	16	18
24265	5	8	24
24265	5	7	27
24265	5	2	29
24265	5	11	14
24265	5	11	12
24265	5	1	26
24265	5	3	28
24265	5	1	11
24265	5	7	27
24265	5	1	9
24265	5	3	31
24265	5	11	18
24265	5	9	22
24265	5	5	31
24265	5	4	29
24265	5	4	25
24265	5	4	30
24265	5	14	24
24265	5	6	33
24265	5	6	27
24265	5	4	26
24265	5	2	24
24265	5	4	32
24265	5	4	29
24265	5	8	22
24265	5	3	31
24265	5	3	27
24265	5	4	31
24265	5	9	27
24265	5	3	28
24265	5	3	30
24265	5	13	16
24265	5	8	23
24265	5	5	30
24265	5	3	27
24265	5	33	33
24265	5	14	17
24265	5	5	28
24265	5	5	25
24265	5	31	32
24265	5	5	29
24265	5	3	31
24265	5	5	31
24265	5	4	32
24265	5	5	31
24265	5	4	22
24265	5	6	27
24265	5	8	26
24265	5	9	28
24265	5	10	23
24265	5	5	26
24265	5	3	23
24265	5	10	17
24265	5	7	26
24265	5	7	26
24265	5	7	26
24265	5	4	27
24265	5	4	29
24265	5	7	27
24265	5	3	31
24265	5	4	32
24265	5	7	22
24265	5	4	28
24265	5	4	28
24265	5	12	15
24265	5	4	32
24265	5	5	32
24265	5	4	31
24265	5	5	28
24265	5	6	31
24265	5	4	29
24265	5	4	32
24265	5	4	29
24265	5	8	23
24265	5	4	32
24265	5	6	29
24265	5	6	33
24265	5	6	27
24265	5	3	31
24265	5	31	32
24265	5	5	30
24265	5	2	29
24265	5	4	29
24265	5	5	32
24265	5	2	27
24265	5	6	28
24265	5	5	31
24265	5	3	28
24265	5	3	30
24265	5	9	23
24265	5	4	30
24265	5	4	29
24265	5	4	31
24265	5	4	23
24265	5	5	27
24265	5	5	28
24265	5	5	32
24265	5	4	28
24265	5	4	28
24265	5	12	24
24265	5	3	31
24265	5	4	27
24265	5	5	23
24265	5	6	23
24265	5	3	27
24265	5	5	32
24265	5	9	27
24265	5	5	32
24265	5	3	27
24265	5	10	19
24265	5	7	26
24265	5	13	16
24265	5	4	28
24265	5	10	21
24265	5	13	17
24265	5	2	25
24265	5	6	33
24265	5	10	18
24265	5	9	27
24265	5	6	30
24265	5	6	33
24265	5	4	30
24265	5	4	31
24265	5	9	24
24265	5	7	26
24265	5	26	26
24265	5	9	25
24265	5	2	28
24265	5	31	33
24265	5	4	29
24265	5	4	32
24265	5	8	25
24265	5	8	24
24265	5	10	20
24265	5	9	22
24265	5	30	28
24265	5	11	21
24265	5	3	29
24265	5	4	29
24265	5	6	33
24265	5	9	25
24265	5	3	24
24265	5	13	16
24265	5	5	31
24265	5	32	33
24265	5	3	31
24265	5	13	9
24265	5	4	32
24265	5	3	31
24265	5	3	28
24265	5	4	32
24265	5	4	26
24265	5	32	33
24265	5	4	32
24265	5	12	19
24265	5	6	26
24265	5	4	30
24265	5	8	24
24265	5	4	26
24265	5	11	27
24265	5	3	28
24265	5	5	31
24265	5	4	30
24265	5	6	33
24265	5	6	33
24265	5	6	29
24265	5	5	31
24265	5	12	18
24265	5	4	32
24265	5	14	17
24265	5	5	28
24265	5	8	20
24265	5	2	28
24265	5	5	30
24265	5	4	32
24265	5	4	29
24265	5	4	30
24265	5	4	28
24265	5	4	28
24265	5	10	25
24265	5	5	29
24265	5	3	28
24265	5	8	26
24265	5	6	26
24265	5	10	24
24265	5	9	24
24265	5	7	24
24265	5	31	31
24265	5	7	26
24265	5	3	26
24265	5	3	31
24265	5	4	29
24265	5	7	29
24265	5	8	19
24265	5	9	27
24265	6	19	19
24265	6	5	28
24265	6	3	27
24265	6	15	15
24265	6	3	33
24265	6	3	31
24265	6	3	29
24265	6	7	24
24265	6	10	20
24265	6	30	30
24265	6	3	28
24265	6	6	26
24265	6	8	24
24265	6	2	32
24265	6	12	20
24265	6	13	19
24265	6	3	32
24265	6	5	29
24265	6	2	33
24265	6	15	15
24265	6	4	33
24265	6	10	24
24265	6	2	31
24265	6	4	29
24265	6	9	24
24265	6	5	27
24265	6	10	24
24265	6	1	31
24265	6	4	26
24265	6	3	33
24265	6	6	28
24265	6	26	27
24265	6	10	20
24265	6	7	25
24265	6	7	25
24265	6	1	30
24265	6	16	19
24265	6	27	27
24265	6	2	31
24265	6	3	32
24265	6	4	30
24265	6	4	29
24265	6	6	29
24265	6	3	32
24265	6	33	34
24265	6	34	32
24265	6	3	28
24265	6	6	28
24265	6	3	32
24265	6	2	33
24265	6	3	28
24265	6	4	29
24265	6	6	27
24265	6	3	33
24265	6	6	23
24265	6	8	24
24265	6	2	31
24265	6	15	15
24265	6	9	5
24265	6	4	27
24265	6	2	32
24265	6	8	23
24265	6	22	22
24265	6	4	28
24265	6	3	30
24265	6	4	29
24265	6	7	26
24265	6	14	21
24265	6	6	26
24265	6	16	16
24265	6	4	28
24265	6	3	33
24265	6	9	25
24265	6	12	21
24265	6	32	33
24265	6	10	24
24265	6	3	31
24265	6	9	25
24265	6	6	30
24265	6	6	28
24265	6	1	30
24265	6	4	29
24265	6	16	14
24265	6	9	22
24265	6	4	28
24265	6	8	22
24265	6	4	30
24265	6	5	29
24265	6	6	28
24265	6	2	29
24265	6	3	33
24265	6	5	31
24265	6	3	28
24265	6	4	28
24265	6	5	26
24265	6	2	33
24265	6	2	32
24265	6	2	32
24265	6	4	30
24265	6	6	28
24265	6	4	30
24265	6	2	31
24265	6	4	30
24265	6	6	22
24265	6	30	30
24265	6	5	21
24265	6	4	30
24265	6	28	30
24265	6	4	29
24265	6	5	25
24265	6	16	16
24265	6	4	30
24265	6	4	27
24265	6	1	10
24265	6	3	30
24265	6	3	29
24265	6	5	28
24265	6	12	20
24265	6	12	21
24265	6	28	29
24265	6	5	25
24265	6	6	24
24265	6	6	28
24265	6	7	25
24265	6	5	30
24265	6	4	28
24265	6	12	20
24265	6	31	30
24265	6	3	31
24265	6	1	31
24265	6	7	23
24265	6	5	25
24265	6	30	30
24265	6	13	20
24265	6	2	28
24265	6	11	20
24265	6	7	26
24265	6	2	31
24265	6	3	32
24265	6	4	29
24265	6	5	29
24265	6	11	20
24265	6	4	26
24265	6	3	27
24265	6	3	33
24265	6	13	15
24265	6	8	24
24265	6	30	30
24265	6	2	31
24265	6	30	29
24265	6	3	32
24265	6	2	32
24265	6	4	29
24265	6	3	30
24265	6	4	31
24265	6	3	33
24265	6	9	21
24265	6	3	29
24265	6	7	28
24265	6	3	28
24265	6	3	32
24265	6	2	29
24265	6	4	33
24265	6	6	24
24265	6	11	22
24265	6	7	27
24265	6	3	33
24265	6	2	32
24265	6	6	24
24265	6	5	29
24265	6	7	25
24265	6	6	24
24265	6	3	30
24265	6	32	34
24265	6	5	27
24265	6	6	27
24265	6	7	28
24265	6	3	30
24265	6	9	24
24265	6	3	28
24265	6	13	20
24265	6	3	30
24265	6	16	16
24265	6	4	30
24265	6	6	26
24265	6	11	22
24265	6	4	32
24265	6	10	20
24265	6	5	30
24265	6	4	33
24265	6	3	31
24265	6	3	28
24265	6	14	17
24265	6	11	13
24265	6	11	24
24265	6	3	33
24265	6	9	26
24265	6	4	33
24265	6	14	12
24265	6	27	26
24265	6	3	31
24265	6	5	29
24265	6	6	27
24265	6	6	28
24265	6	13	20
24265	6	9	21
24265	6	5	27
24265	6	5	27
24265	6	4	29
24265	6	3	31
24265	6	1	32
24265	6	13	10
24265	6	8	26
24265	6	6	27
24265	6	33	34
24265	6	1	30
24265	6	2	23
24265	6	7	22
24265	6	7	26
24265	6	3	27
24265	6	6	26
24265	6	13	13
24265	6	3	29
24265	6	14	19
24265	6	4	32
24265	6	6	27
24265	6	6	30
24265	6	6	28
24265	6	5	29
24265	6	9	20
24265	6	3	32
24265	6	4	28
24265	6	4	30
24265	6	5	27
24265	6	2	32
24265	6	10	20
24265	6	30	30
24265	6	8	23
24265	6	6	28
24265	6	4	34
24265	6	5	28
24265	6	6	28
24265	6	7	23
24265	6	2	31
24265	6	3	33
24265	6	15	18
24265	6	3	33
24265	6	3	33
24265	6	4	31
24265	6	2	32
24265	6	3	32
24265	6	5	28
24265	6	6	28
24265	6	5	29
24265	6	11	21
24265	6	8	22
24265	6	7	27
24265	6	23	25
24265	6	30	30
24265	6	13	18
24265	6	3	32
24265	6	6	27
24265	6	6	27
24265	6	1	32
24265	6	4	30
24265	6	7	25
24265	6	30	30
24265	6	3	10
24265	6	5	29
24265	6	3	31
24265	6	4	29
24265	6	5	30
24265	6	4	27
24265	6	3	32
24265	6	3	32
24265	6	3	33
24265	6	2	31
24265	6	12	20
24265	6	6	24
24265	6	5	27
24265	6	3	32
24265	6	12	21
24265	6	14	14
24265	6	2	32
24265	6	8	26
24265	6	5	29
24265	6	10	23
24265	6	5	26
24265	6	2	32
24265	6	2	31
24265	6	3	31
24265	6	15	15
24265	6	6	28
24265	6	7	28
24265	6	2	33
24265	6	6	29
24265	6	3	28
24265	6	4	29
24265	6	6	27
24265	6	5	28
24265	6	3	33
24265	6	5	28
24265	6	10	21
24265	6	5	26
24265	6	3	33
24265	6	28	30
24265	6	6	28
24265	6	6	29
24265	6	7	27
24265	6	5	25
24265	6	3	30
24265	6	10	22
24265	6	9	10
24265	6	6	27
24265	6	8	25
24265	6	5	29
24265	6	2	32
24265	6	16	14
24265	6	5	29
24265	6	1	30
24265	6	5	29
24265	6	4	28
24265	6	3	33
24265	6	3	32
24265	6	4	27
24265	6	4	30
24265	6	3	28
24265	6	1	32
24265	6	4	28
24265	6	6	27
24265	6	8	18
24265	6	11	22
24265	6	7	28
24265	6	11	23
24265	6	6	29
24265	6	6	30
24265	6	8	24
24265	6	3	30
24265	6	4	27
24265	6	4	28
24265	6	3	33
24265	6	5	21
24265	6	7	27
24265	6	5	29
24265	6	2	32
24265	6	9	20
24265	6	6	26
24265	6	2	32
24265	6	3	31
24265	6	5	27
24265	6	5	29
24265	6	3	28
24265	6	6	28
24265	6	3	32
24265	6	2	32
24265	6	10	25
24265	6	14	19
24265	6	4	30
24265	6	30	29
24265	6	5	27
24265	6	8	22
24265	6	6	28
24265	6	5	29
24265	6	10	21
24265	6	8	25
24265	6	5	29
24265	6	4	30
24265	6	12	20
24265	6	9	21
24265	6	6	4
24265	6	6	27
24265	6	3	33
24265	6	4	29
24265	6	15	15
24265	6	6	28
24265	6	3	33
24265	6	3	33
24265	6	6	24
24265	6	30	30
24265	6	7	23
24265	6	4	29
24265	6	3	33
24265	6	4	33
24265	6	7	27
24265	6	5	29
24265	6	9	24
24265	6	6	28
24265	6	3	32
24265	6	10	22
24265	6	3	33
24265	6	6	28
24265	6	15	17
24265	6	10	22
24265	6	5	29
24265	6	6	28
24265	6	4	32
24265	6	15	17
24265	6	2	31
24265	6	5	28
24265	6	32	31
24265	6	9	25
24265	6	7	25
24265	6	9	25
24265	6	3	31
24265	6	11	21
24265	6	9	30
24265	6	3	33
24265	6	11	21
24265	6	21	21
24265	6	32	31
24265	6	7	29
24265	6	7	24
24265	6	3	32
24265	6	7	25
24265	6	7	25
24265	6	5	26
24265	6	4	30
24265	6	6	26
24265	6	6	24
24265	6	16	18
24265	6	16	16
24265	6	2	27
24265	6	2	31
24265	6	7	24
24265	6	3	30
24265	6	4	30
24265	6	8	24
24265	6	4	29
24265	6	5	27
24265	6	2	30
24265	6	4	30
24265	6	11	19
24265	6	3	26
24265	6	12	21
24265	6	4	28
24265	6	6	23
24265	6	3	30
24265	6	7	5
24265	6	3	31
24265	6	11	22
24265	6	6	26
24265	6	3	30
24265	6	5	29
24265	6	2	27
24265	6	24	23
24265	6	7	25
24265	6	3	31
24265	6	6	24
24265	6	2	30
24265	6	1	28
24265	6	5	29
24265	6	3	32
24265	6	16	19
24265	6	5	26
24265	6	4	29
24265	6	5	30
24265	6	4	32
24265	6	7	26
24265	6	7	26
24265	6	4	29
24265	6	7	26
24265	6	7	25
24265	6	1	32
24265	6	33	31
24265	6	7	28
24265	6	4	29
24265	6	6	27
24265	6	15	15
24265	6	2	11
24265	6	5	29
24265	6	3	33
24265	6	8	26
24265	6	3	32
24265	6	2	29
24265	6	5	28
24265	6	3	32
24265	6	6	28
24265	6	7	24
24265	6	8	26
24265	6	5	28
24265	6	3	32
24265	6	7	27
24265	6	6	27
24265	6	3	30
24265	6	4	29
24265	6	17	17
24265	6	4	34
24265	6	30	31
24265	6	9	21
24265	6	8	26
24265	6	3	30
24265	6	6	25
24265	6	2	32
24265	6	4	29
24265	6	32	32
24265	6	2	32
24265	6	7	25
24265	6	5	28
24265	6	28	30
24265	6	8	27
24265	6	4	26
24265	6	6	28
24265	6	5	29
24265	6	6	27
24265	6	5	30
24265	6	6	26
24265	6	6	29
24265	6	1	30
24265	6	2	8
24265	6	8	24
24265	6	6	28
24265	6	6	26
24265	6	2	30
24265	6	3	31
24265	6	4	28
24265	6	2	27
24265	6	3	30
24265	6	29	33
24265	6	5	26
24265	6	5	26
24265	6	29	30
24265	6	8	25
24265	6	4	30
24265	6	6	26
24265	6	3	32
24265	6	9	22
24265	6	6	27
24265	6	8	25
24265	6	6	27
24265	6	4	30
24265	6	4	30
24265	6	4	30
24265	6	5	28
24265	6	10	24
24265	6	6	28
24265	6	4	28
24265	6	15	15
24265	6	7	25
24265	6	31	30
24265	6	6	27
24265	6	6	28
24265	6	6	28
24265	6	5	31
24265	6	5	31
24265	6	3	33
24265	6	4	28
24265	6	4	32
24265	6	5	31
24265	6	5	25
24265	6	3	28
24265	6	3	33
24265	6	7	25
24265	6	5	29
24265	6	6	27
24265	6	2	33
24265	6	4	27
24265	6	7	28
24265	6	6	27
24265	6	5	25
24265	6	2	33
24265	6	12	22
24265	6	4	30
24265	6	11	23
24265	6	4	28
24265	6	5	29
24265	6	6	30
24265	6	14	19
24265	6	8	24
24265	6	5	27
24265	6	7	28
24265	6	6	27
24265	6	6	26
24265	6	3	29
24265	6	15	17
24265	6	3	28
24265	6	6	28
24265	6	5	27
24265	6	6	28
24265	6	4	29
24265	6	9	24
24265	6	3	30
24265	6	5	26
24265	6	6	26
24265	6	2	33
24265	6	4	30
24265	6	4	30
24265	6	8	26
24265	6	3	32
24265	6	11	21
24265	6	5	29
24265	6	6	30
24265	6	3	31
24265	6	9	24
24265	6	4	30
24265	6	18	18
24265	6	5	31
24265	6	13	20
24265	6	3	30
24265	6	5	28
24265	6	3	32
24265	6	14	20
24265	6	7	18
24265	6	6	28
24265	6	8	26
24265	6	3	33
24265	6	3	31
24265	6	3	31
24265	6	8	23
24265	6	7	26
24265	6	3	30
24265	6	7	28
24265	6	10	20
24265	6	9	19
24265	6	4	29
24265	6	7	28
24265	6	5	29
24265	6	4	30
24265	6	6	26
24265	6	5	27
24265	6	2	32
24265	6	30	30
24265	6	17	17
24265	6	4	28
24265	6	5	29
24265	6	7	26
24265	6	4	27
24265	6	5	29
24265	6	1	32
24265	6	12	21
24265	6	5	29
24265	6	5	28
24265	6	6	27
24265	6	6	24
24265	6	5	27
24265	6	6	26
24265	6	4	32
24265	6	5	29
24265	6	27	30
24265	6	3	32
24265	6	2	29
24265	6	6	25
24265	6	3	32
24265	6	36	33
24265	6	3	28
24265	6	8	26
24265	6	5	27
24265	6	7	21
24265	6	3	30
24265	6	16	16
24265	6	3	30
24265	6	4	27
24265	6	12	20
24265	6	8	25
24265	6	5	28
24265	6	8	22
24265	6	5	27
24265	6	3	31
24265	6	3	28
24265	6	15	17
24265	6	5	28
24265	6	11	23
24265	6	16	30
24265	6	28	30
24265	6	6	27
24265	6	6	28
24265	6	8	23
24265	6	4	29
24265	6	7	26
24265	6	7	29
24265	6	3	32
24265	6	7	25
24265	6	7	25
24265	6	5	27
24265	6	3	33
24265	6	10	21
24265	6	16	18
24265	6	14	13
24265	6	4	29
24265	6	6	25
24265	6	5	27
24265	6	28	29
24265	6	2	31
24265	6	3	32
24265	6	4	29
24265	6	5	27
24265	6	4	30
24265	6	4	28
24265	6	5	29
24265	6	12	18
24265	6	3	28
24265	6	5	28
24265	6	1	32
24265	6	2	32
24265	6	5	29
24265	6	5	29
24265	6	4	28
24265	6	13	18
24265	6	3	32
24265	6	6	28
24265	6	10	20
24265	6	8	23
24265	6	6	25
24265	6	3	31
24265	6	4	30
24265	6	6	28
24265	6	7	26
24265	6	3	33
24265	6	28	28
24265	6	6	24
24265	6	4	27
24265	6	2	31
24265	6	5	28
24265	6	3	31
24265	6	6	24
24265	6	2	32
24265	6	7	26
24265	6	5	23
24265	6	6	26
24265	6	3	31
24265	6	5	25
24265	6	5	30
24265	6	5	29
24265	6	2	33
24265	6	6	20
24265	6	5	27
24265	6	4	30
24265	6	3	32
24265	6	5	29
24265	6	4	30
24265	6	7	26
24265	6	6	29
24265	6	4	31
24265	6	5	23
24265	6	3	33
24265	6	4	28
24265	6	1	32
24265	6	5	28
24265	6	3	31
24265	6	33	33
24265	6	5	29
24265	6	5	26
24265	6	12	20
24265	6	16	16
24265	6	5	27
24265	6	3	33
24265	6	7	25
24265	6	5	27
24265	6	8	24
24265	6	3	33
24265	6	5	29
24265	6	2	32
24265	6	6	26
24265	6	3	33
24265	6	6	24
24265	6	12	14
24265	6	31	32
24265	6	5	27
24265	6	14	20
24265	6	5	27
24265	6	6	27
24265	6	4	30
24265	6	7	26
24265	6	3	32
24265	6	6	27
24265	6	9	23
24265	6	3	33
24265	6	14	19
24265	6	4	31
24265	6	1	30
24265	6	3	30
24265	6	7	27
24265	6	6	28
24265	6	5	27
24265	6	23	24
24265	6	3	27
24265	6	4	29
24265	6	3	32
24265	6	5	29
24265	6	3	33
24265	6	6	25
24265	6	5	29
24265	6	5	28
24265	6	3	29
24265	6	3	33
24265	6	7	27
24265	6	13	11
24265	6	4	29
24265	6	2	29
24265	6	6	28
24265	6	8	26
24265	6	5	28
24265	6	4	26
24265	6	5	29
24265	6	7	26
24265	6	3	32
24265	6	16	18
24265	6	2	29
24265	6	5	29
24265	6	28	30
24265	6	7	26
24265	6	6	26
24265	6	11	21
24265	6	5	29
24265	6	12	16
24265	6	6	26
24265	6	30	30
24265	6	6	26
24265	6	4	33
24265	6	8	26
24265	6	6	26
24265	6	12	20
24265	6	7	25
24265	6	4	30
24265	6	2	31
24265	6	5	27
24265	6	31	33
24265	6	30	29
24265	6	7	26
24265	6	6	27
24265	6	4	26
24265	6	1	26
24265	6	4	30
24265	6	6	23
24265	6	6	28
24265	6	3	33
24265	6	4	31
24265	6	4	29
24265	6	2	31
24265	6	1	32
24265	6	2	30
24265	6	6	27
24265	6	4	29
24265	6	15	17
24265	6	22	22
24265	6	5	26
24265	6	13	13
24265	6	9	24
24265	6	9	25
24265	6	5	28
24265	6	5	29
24265	6	6	26
24265	6	12	21
24265	6	5	27
24265	6	3	33
24265	6	14	16
24265	6	26	26
24265	6	11	19
24265	6	6	22
24265	6	3	32
24265	6	31	29
24265	6	5	27
24265	6	9	25
24265	6	10	22
24265	6	3	28
24265	6	6	28
24265	6	4	30
24265	6	4	27
24265	6	4	29
24265	6	3	31
24265	6	5	29
24265	6	2	32
24265	6	4	30
24265	6	5	28
24265	6	7	26
24265	6	4	32
24265	6	4	27
24265	6	12	21
24265	6	4	31
24265	6	3	26
24265	6	16	18
24265	6	5	26
24265	6	3	32
24265	6	28	29
24265	6	5	29
24265	6	4	28
24265	6	8	26
24265	6	12	21
24265	6	3	33
24265	6	3	30
24265	6	4	30
24265	6	2	32
24265	6	6	24
24265	6	5	29
24265	6	6	27
24265	6	5	27
24265	6	6	28
24265	6	2	30
24265	6	3	33
24265	6	5	29
24265	6	4	28
24265	6	5	28
24265	6	10	22
24265	6	6	27
24265	6	4	29
24265	6	3	32
24265	6	2	33
24265	6	7	25
24265	6	5	28
24265	6	7	27
24265	6	7	26
24265	6	12	18
24265	6	14	18
24265	6	5	28
24265	6	4	27
24265	6	9	25
24265	6	17	17
24265	6	6	26
24265	6	4	28
24265	6	6	28
24265	6	3	31
24265	6	3	29
24265	6	2	32
24265	6	4	32
24265	6	13	19
24265	6	6	27
24265	6	29	31
24265	6	4	27
24265	6	6	26
24265	6	28	30
24265	6	6	27
24265	6	7	25
24265	6	2	33
24265	6	29	30
24265	6	3	30
24265	6	4	29
24265	6	12	21
24265	6	5	29
24265	6	5	29
24265	6	3	33
24265	6	2	30
24265	6	3	28
24265	6	8	27
24265	6	11	23
24265	6	6	27
24265	6	2	33
24265	6	3	32
24265	6	4	29
24265	6	5	28
24265	6	5	29
24265	6	4	28
24265	6	6	27
24265	6	4	31
24265	6	29	30
24265	6	12	21
24265	6	30	31
24265	6	4	29
24265	6	30	34
24265	6	2	29
24265	6	17	19
24265	6	3	12
24265	6	1	30
24265	6	14	16
24265	6	4	30
24265	6	3	31
24265	6	5	29
24265	6	3	30
24265	6	7	25
24265	6	2	33
24265	6	4	26
24265	6	2	29
24265	6	4	28
24265	6	1	32
24265	6	9	21
24265	6	3	32
24265	6	8	24
24265	6	4	30
24265	6	3	29
24265	6	3	32
24265	6	2	32
24265	6	5	26
24265	6	14	19
24265	6	20	31
24265	6	5	23
24265	6	4	29
24265	6	6	23
24265	6	15	17
24265	6	5	27
24265	6	6	25
24265	6	4	29
24265	6	4	29
24265	6	3	29
24265	6	2	31
24265	6	29	29
24265	6	7	5
24265	6	11	23
24265	6	3	32
24265	6	7	33
24265	6	12	18
24265	6	2	30
24265	6	8	24
24265	6	33	33
24265	6	3	32
24265	6	3	31
24265	6	16	18
24265	6	2	31
24265	6	15	29
24265	6	8	27
24265	6	5	28
24265	6	4	30
24265	6	1	32
24265	6	1	30
24265	6	12	20
24265	6	4	29
24265	6	9	21
24265	6	3	33
24265	6	3	33
24265	6	3	33
24265	6	10	21
24265	6	5	30
24265	6	12	21
24265	6	3	32
24265	6	7	26
24265	6	7	21
24265	6	5	29
24265	6	1	32
24265	6	7	25
24265	6	4	26
24265	6	3	32
24265	6	26	25
24265	6	4	30
24265	6	2	27
24265	6	6	28
24265	6	12	28
24265	6	2	8
24265	6	6	27
24265	6	3	30
24265	6	8	24
24265	6	3	33
24265	6	3	33
24265	6	3	33
24265	6	3	33
24265	6	6	26
24265	6	2	29
24265	6	5	29
24265	6	9	23
24265	6	7	27
24265	6	14	16
24265	6	4	27
24265	6	33	33
24265	6	4	29
24265	6	7	25
24265	6	6	28
24265	6	7	22
24265	6	31	30
24265	6	3	33
24265	6	3	33
24265	6	4	32
24265	6	4	29
24265	6	7	21
24265	6	4	29
24265	6	4	30
24265	6	8	23
24265	6	6	26
24265	6	27	29
24265	6	6	26
24265	6	5	29
24265	6	6	27
24265	6	5	29
24265	6	4	30
24265	6	6	26
24265	6	2	31
24265	6	16	16
24265	6	6	29
24265	6	3	31
24265	6	4	29
24265	6	3	33
24265	6	8	22
24265	6	2	32
24265	6	9	21
24265	6	8	26
24265	6	7	25
24265	6	6	25
24265	6	2	29
24265	6	32	30
24265	6	5	27
24265	6	7	28
24265	6	4	29
24265	6	1	28
24265	6	8	26
24265	6	3	26
24265	6	10	24
24265	6	3	32
24265	6	3	30
24265	6	29	30
24265	6	3	31
24265	6	3	30
24265	6	6	25
24265	6	8	26
24265	6	4	27
24265	6	5	28
24265	6	8	24
24265	6	2	31
24265	6	2	32
24265	6	2	32
24265	6	8	27
24265	6	5	27
24265	6	6	28
24265	6	15	17
24265	6	4	29
24265	6	6	26
24265	6	9	23
24265	6	6	25
24265	6	7	25
24265	6	4	28
24265	6	4	30
24265	6	3	29
24265	6	3	32
24265	6	6	25
24265	6	2	30
24265	6	9	26
24265	6	34	33
24265	6	2	33
24265	6	3	32
24265	6	3	27
24265	6	13	20
24265	6	7	26
24265	6	5	24
24265	6	8	25
24265	6	7	26
24265	6	6	28
24265	6	6	27
24265	6	5	28
24265	6	6	28
24265	6	7	17
24265	6	6	25
24265	6	7	28
24265	6	6	25
24265	6	9	25
24265	6	7	26
24265	6	32	33
24265	6	9	23
24265	6	6	27
24265	6	1	32
24265	6	3	33
24265	6	12	19
24265	6	6	28
24265	6	4	27
24265	6	8	26
24265	6	4	29
24265	6	6	28
24265	6	10	24
24265	6	2	30
24265	6	2	31
24265	6	9	26
24265	6	15	17
24265	6	5	29
24265	6	7	27
24265	6	2	32
24265	6	13	19
24265	6	10	23
24265	6	7	26
24265	6	4	28
24265	6	34	34
24265	6	3	33
24265	6	3	32
24265	6	6	30
24265	6	4	30
24265	6	4	32
24265	6	7	28
24265	6	5	29
24265	6	5	29
24265	6	6	22
24265	6	5	29
24265	6	4	31
24265	6	3	32
24265	6	5	29
24265	6	3	32
24265	6	7	26
24265	6	13	21
24265	6	7	26
24265	6	2	32
24265	6	4	27
24265	6	24	27
24265	6	5	29
24265	6	1	32
24265	6	4	25
24265	6	6	28
24265	6	7	27
24265	6	2	30
24265	6	3	30
24265	6	4	28
24265	6	3	33
24265	6	3	30
24265	6	5	28
24265	6	3	33
24265	6	28	30
24265	6	3	29
24265	6	4	27
24265	6	8	24
24265	6	30	31
24265	6	6	24
24265	6	4	24
24265	6	8	27
24265	6	3	33
24265	6	4	30
24265	6	14	17
24265	6	1	31
24265	6	6	28
24265	6	4	21
24265	6	3	32
24265	6	3	33
24265	6	10	24
24265	6	6	28
24265	6	6	26
24265	6	7	27
24265	6	15	17
24265	6	16	18
24265	6	3	31
24265	6	2	31
24265	6	13	15
24265	6	31	30
24265	6	5	28
24265	6	5	29
24265	6	18	17
24265	6	5	31
24265	6	3	28
24265	6	17	17
24265	6	3	29
24265	6	3	30
24265	6	4	28
24265	6	5	23
24265	6	8	24
24265	6	6	26
24265	6	3	33
24265	6	4	29
24265	6	4	29
24265	6	3	32
24265	6	9	24
24265	6	3	31
24265	6	8	26
24265	6	3	32
24265	6	6	27
24265	6	3	32
24265	6	3	32
24265	6	7	25
24265	6	3	32
24265	6	6	25
24265	6	3	33
24265	6	4	29
24265	6	4	29
24265	6	7	24
24265	6	7	25
24265	6	10	22
24265	6	4	29
24265	6	5	29
24265	6	9	21
24265	6	3	31
24265	6	4	29
24265	6	7	25
24265	6	7	27
24265	6	7	25
24265	6	3	31
24265	6	1	31
24265	6	4	31
24265	6	7	28
24265	6	15	17
24265	6	10	23
24265	6	2	31
24265	6	5	27
24265	6	20	21
24265	6	5	29
24265	6	14	16
24265	6	3	32
24265	6	3	30
24265	6	8	27
24265	6	2	32
24265	6	2	30
24265	6	2	31
24265	6	5	26
24265	6	13	15
24265	6	12	21
24265	6	3	31
24265	6	9	21
24265	6	29	28
24265	6	10	23
24265	6	3	30
24265	6	10	24
24265	6	9	23
24265	6	3	30
24265	6	3	33
24265	6	5	27
24265	6	25	23
24265	6	30	30
24265	6	2	29
24265	6	6	27
24265	6	5	29
24265	6	3	31
24265	6	9	21
24265	6	3	29
24265	6	16	18
24265	6	12	22
24265	6	6	26
24265	6	7	27
24265	6	6	24
24265	6	30	30
24265	6	5	29
24265	6	6	21
24265	6	2	32
24265	6	3	29
24265	6	3	31
24265	6	3	32
24265	6	9	23
24265	6	4	29
24265	6	3	33
24265	6	6	22
24265	6	3	33
24265	6	2	32
24265	6	7	26
24265	6	3	30
24265	6	4	27
24265	6	3	31
24265	6	3	28
24265	6	7	25
24265	6	4	29
24265	6	8	25
24265	6	3	32
24265	6	6	29
24265	6	8	24
24265	6	10	24
24265	6	3	32
24265	6	5	27
24265	6	8	26
24265	6	2	32
24265	6	2	32
24265	6	6	22
24265	6	11	20
24265	6	1	30
24265	6	3	28
24265	6	7	24
24265	6	3	33
24265	6	30	30
24265	6	4	29
24265	6	5	29
24265	6	10	24
24265	6	3	30
24265	6	3	33
24265	6	2	32
24265	6	6	27
24265	6	3	31
24265	6	2	31
24265	6	3	33
24265	6	10	20
24265	6	10	24
24265	6	16	16
24265	6	2	31
24265	6	3	31
24265	6	4	30
