month	gap_months	min_hamming	variant_size
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	1	1
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	1
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	3	3
24242	1	2	3
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	1	3
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	3
24242	1	2	2
24242	1	3	3
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	1	2
24242	1	1	2
24242	1	3	3
24242	1	1	3
24242	1	1	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	1	3
24242	1	3	3
24242	1	2	2
24242	1	1	2
24242	1	1	2
24242	1	3	3
24242	1	3	3
24242	1	3	4
24242	1	3	3
24242	1	3	3
24242	1	3	3
24242	1	2	3
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	1
24242	1	1	3
24242	1	1	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	1	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	3	3
24242	1	2	2
24242	1	2	3
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	1	2
24242	1	2	2
24242	1	2	2
24242	1	1	3
24242	1	2	4
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	2	3
24242	1	3	3
24242	1	2	2
24242	1	2	2
24242	1	2	2
24242	1	3	3
24242	1	3	3
24242	1	2	2
24242	1	3	3
24242	1	3	3
24242	1	2	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	1
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	1
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	9	9
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	4
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	51	1
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	2	1
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	3
24242	2	15	1
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	1
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	8	9
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	1
24242	2	14	1
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	3
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	4	4
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	1
24242	2	2	3
24242	2	2	3
24242	2	2	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	2	3
24242	2	1	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	3	1
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	1	2
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24242	2	2	3
24242	2	2	3
24242	2	1	2
24243	1	1	12
24243	1	1	2
24243	1	2	2
24243	1	4	28
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	3	3
24243	1	2	2
24243	1	2	2
24243	1	3	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	4
24243	1	2	2
24243	1	1	3
24243	1	1	8
24243	1	2	2
24243	1	1	10
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	4
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	1	1
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	1	2
24243	1	1	8
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	1
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	1
24243	1	1	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	1
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	1
24243	1	1	1
24243	1	1	2
24243	1	2	2
24243	1	1	3
24243	1	1	1
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	1
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	3	3
24243	1	1	3
24243	1	3	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	1
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	3	5
24243	1	5	7
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	1
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	1	5
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	1	3
24243	1	1	1
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	1
24243	1	2	2
24243	1	1	3
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	4
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	1	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	1	1
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	3	3
24243	1	1	3
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	3
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	3	3
24243	1	1	3
24243	1	1	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	5	8
24243	1	2	2
24243	1	3	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	1
24243	1	2	1
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	3	3
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	3
24243	1	1	3
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	3	1
24243	1	1	3
24243	1	2	4
24243	1	2	4
24243	1	2	4
24243	1	1	5
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	3	4
24243	1	1	5
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	1	5
24243	1	1	1
24243	1	5	7
24243	1	2	4
24243	1	3	5
24243	1	8	10
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	3
24243	1	2	2
24243	1	2	2
24243	1	1	2
24243	1	2	2
24243	1	1	2
24243	1	1	2
24243	1	1	3
24243	1	2	2
24243	1	1	3
24243	1	1	3
24243	1	2	2
24243	1	1	3
